area,rooms,floor,total_floors,year_built,district,material,renovation,dist_to_center,price
72.7,3,18,18,1987,Байконыр,кирпич,евро,9.12,65.78
70.2,1,12,18,2020,Сарыарка,монолит,косметический,10.28,70.18
79.8,3,21,22,1987,Байконыр,кирпич,косметический,8.96,74.23
122.0,5,1,9,1980,Алматы,монолит,дизайнерский,2.46,243.54
96.4,3,4,21,1965,Байконыр,кирпич,без ремонта,3.18,113.07
35.0,1,1,19,1985,Сарыарка,панель,без ремонта,18.82,15.0
125.1,5,6,18,1975,Есиль,монолит,дизайнерский,0.76,224.8
123.4,3,15,18,1972,Алматы,кирпич,евро,1.07,231.82
35.0,2,16,16,1968,Сарыарка,панель,без ремонта,15.87,15.0
126.6,3,4,6,2001,Алматы,кирпич,евро,1.97,250.0
36.8,2,10,22,2006,Сарыарка,панель,косметический,17.75,15.53
115.8,3,13,13,2008,Есиль,монолит,евро,0.85,244.45
94.5,4,5,7,1963,Алматы,панель,евро,4.41,115.01
100.9,3,10,17,2020,Сарыарка,кирпич,евро,4.51,162.43
32.9,1,3,24,1993,Сарыарка,панель,косметический,17.19,15.0
127.3,5,5,19,1997,Алматы,кирпич,дизайнерский,1.17,246.31
32.9,2,7,10,2017,Сарыарка,панель,евро,20.93,16.57
38.1,2,16,22,1978,Нура,панель,косметический,17.65,15.0
31.9,1,11,22,1993,Сарыарка,кирпич,без ремонта,20.75,15.0
102.3,2,8,11,1964,Байконыр,монолит,евро,5.31,155.84
40.3,1,11,15,1992,Нура,кирпич,без ремонта,18.1,16.5
115.9,3,2,22,1977,Есиль,кирпич,евро,0.98,234.18
100.6,2,7,8,1972,Сарыарка,монолит,дизайнерский,4.92,166.31
44.2,1,9,12,2000,Байконыр,панель,косметический,20.27,18.66
36.4,1,4,14,1968,Нура,кирпич,без ремонта,15.95,15.11
43.5,2,2,5,2024,Нура,кирпич,косметический,21.47,18.73
109.0,4,8,8,1975,Алматы,монолит,косметический,5.61,137.03
109.9,3,5,17,1965,Есиль,кирпич,евро,5.35,155.36
31.5,1,1,10,1989,Сарыарка,панель,без ремонта,18.36,15.0
128.2,3,1,10,1985,Алматы,монолит,евро,2.0,250.0
30.6,1,3,11,2003,Нура,панель,без ремонта,16.82,15.0
106.7,5,5,7,2004,Алматы,кирпич,дизайнерский,4.1,160.33
115.6,3,9,18,1999,Алматы,монолит,дизайнерский,1.74,250.0
106.1,5,8,10,1997,Алматы,монолит,дизайнерский,4.9,167.02
97.3,2,5,18,2011,Алматы,кирпич,евро,5.24,151.18
116.9,5,6,22,2003,Есиль,монолит,дизайнерский,0.82,234.56
40.8,1,7,15,1969,Нура,панель,косметический,16.69,17.32
41.4,1,20,24,1990,Сарыарка,панель,без ремонта,16.86,15.98
42.6,1,5,9,2005,Нура,панель,косметический,17.57,19.01
63.5,2,20,25,1977,Байконыр,панель,евро,11.79,60.28
101.6,3,2,11,2017,Байконыр,кирпич,евро,5.87,166.2
97.0,2,5,11,1991,Байконыр,кирпич,евро,4.27,143.6
117.7,5,11,25,1981,Алматы,монолит,евро,1.53,207.03
30.9,2,1,14,1985,Нура,панель,косметический,20.02,15.0
105.7,5,7,20,2000,Алматы,кирпич,евро,4.94,141.5
41.7,2,6,21,2006,Нура,панель,косметический,21.65,16.7
35.6,2,7,14,1976,Нура,панель,косметический,19.68,15.0
93.4,2,2,11,1971,Байконыр,кирпич,дизайнерский,4.18,140.48
118.3,4,5,15,1966,Алматы,монолит,евро,1.08,224.49
94.3,4,13,13,1992,Байконыр,монолит,дизайнерский,5.21,132.93
34.6,1,2,13,2021,Нура,панель,косметический,18.83,15.49
90.8,3,8,9,2023,Байконыр,кирпич,евро,5.74,150.04
32.6,1,14,24,1996,Нура,панель,косметический,18.14,15.0
121.0,5,2,17,1995,Алматы,кирпич,евро,2.44,216.47
102.2,4,9,21,1993,Байконыр,кирпич,евро,5.76,138.39
44.9,1,10,18,1975,Нура,кирпич,без ремонта,20.8,17.64
31.0,2,4,12,1987,Нура,панель,без ремонта,20.95,15.0
42.4,1,3,11,2021,Нура,панель,косметический,17.05,20.88
124.8,5,18,25,2000,Алматы,монолит,евро,0.89,250.0
78.7,2,1,5,1976,Сарыарка,панель,косметический,11.44,62.28
103.8,2,11,11,1965,Байконыр,монолит,евро,3.47,143.65
90.1,4,7,20,2009,Байконыр,монолит,косметический,3.61,127.52
68.0,3,7,16,2019,Байконыр,панель,евро,9.15,62.23
39.6,1,3,17,1967,Сарыарка,панель,косметический,21.67,15.35
128.4,3,5,5,1984,Есиль,монолит,евро,1.78,245.3
69.4,2,3,9,2016,Байконыр,панель,дизайнерский,10.12,76.38
70.6,1,14,17,1976,Нура,кирпич,евро,10.0,71.06
100.2,4,4,11,1971,Байконыр,монолит,дизайнерский,5.26,155.28
97.5,4,1,14,1986,Алматы,монолит,евро,4.89,140.27
122.9,5,11,25,1986,Алматы,монолит,евро,1.57,246.1
41.0,1,10,18,1991,Сарыарка,кирпич,косметический,17.77,19.2
65.3,2,9,18,2023,Байконыр,кирпич,косметический,11.84,65.77
79.3,3,9,9,2024,Сарыарка,панель,евро,9.58,79.67
78.2,4,9,17,1998,Сарыарка,панель,без ремонта,10.25,60.62
40.7,1,20,25,1964,Нура,монолит,косметический,20.6,15.99
42.9,1,7,18,1977,Нура,панель,косметический,21.77,17.91
32.8,1,4,21,1971,Сарыарка,панель,без ремонта,19.93,15.0
79.5,3,13,25,1960,Байконыр,монолит,евро,11.71,74.22
79.9,4,13,23,1985,Байконыр,панель,косметический,8.65,63.44
105.8,4,6,12,1960,Алматы,монолит,косметический,5.72,144.4
90.8,4,9,11,1997,Сарыарка,монолит,евро,3.94,135.57
73.4,1,10,10,1978,Сарыарка,кирпич,евро,10.2,67.57
69.0,2,2,21,2007,Алматы,кирпич,косметический,8.42,65.39
30.0,1,1,12,1994,Сарыарка,панель,косметический,16.13,15.0
91.0,4,7,22,2022,Байконыр,монолит,евро,5.54,138.29
77.0,2,13,21,1992,Байконыр,панель,косметический,10.47,66.16
39.0,1,1,18,1970,Нура,панель,без ремонта,19.1,15.96
60.5,2,2,7,2020,Байконыр,монолит,дизайнерский,9.46,75.05
76.7,4,8,19,1980,Сарыарка,панель,евро,11.87,62.19
35.3,1,4,9,2010,Нура,кирпич,косметический,15.83,15.57
69.9,2,14,16,2011,Сарыарка,кирпич,евро,9.66,67.34
73.5,1,5,9,2021,Сарыарка,кирпич,евро,8.54,84.04
102.4,4,6,6,2002,Байконыр,монолит,косметический,5.05,148.55
101.8,4,14,18,1993,Байконыр,монолит,евро,3.59,166.28
106.6,3,6,14,1985,Байконыр,монолит,евро,3.38,149.89
67.5,3,18,18,1989,Байконыр,монолит,евро,11.34,59.81
101.8,2,13,15,2011,Байконыр,кирпич,евро,5.11,165.47
67.4,2,6,12,1997,Сарыарка,кирпич,косметический,11.28,71.23
60.6,3,5,5,1963,Байконыр,кирпич,евро,10.78,52.26
109.0,5,3,10,1984,Алматы,кирпич,без ремонта,3.48,133.87
68.5,1,5,23,2020,Сарыарка,кирпич,евро,11.0,71.36
68.2,1,16,20,1973,Байконыр,кирпич,дизайнерский,9.06,62.78
96.3,4,12,14,1991,Алматы,кирпич,евро,5.38,136.06
123.0,3,2,5,2015,Есиль,монолит,косметический,1.74,250.0
119.8,5,19,25,1979,Есиль,монолит,дизайнерский,2.42,229.59
64.5,1,11,20,2004,Байконыр,кирпич,косметический,10.57,62.37
64.9,1,3,5,2011,Байконыр,кирпич,евро,8.15,68.5
98.0,3,8,9,1981,Алматы,кирпич,без ремонта,4.67,118.13
71.7,3,2,8,2019,Байконыр,кирпич,косметический,8.79,74.5
127.0,3,10,23,1989,Есиль,кирпич,дизайнерский,1.31,250.0
66.4,3,8,25,1979,Байконыр,панель,евро,11.73,56.52
31.9,2,8,13,1974,Нура,панель,косметический,20.52,15.0
32.8,1,2,8,1977,Сарыарка,монолит,косметический,16.97,15.0
116.7,3,3,18,1997,Есиль,кирпич,без ремонта,2.05,197.77
35.0,1,7,10,1974,Сарыарка,панель,без ремонта,19.87,15.0
31.1,1,1,7,1983,Сарыарка,панель,евро,21.37,15.0
76.6,2,5,10,2006,Сарыарка,панель,евро,10.96,75.59
30.9,1,10,10,2017,Нура,кирпич,косметический,16.27,15.3
62.2,3,6,6,2004,Байконыр,кирпич,евро,8.92,56.46
109.6,3,4,19,1994,Алматы,монолит,дизайнерский,4.43,191.32
43.7,1,12,12,2005,Нура,панель,косметический,17.75,19.6
92.2,4,6,16,1987,Алматы,монолит,евро,3.83,137.48
119.5,4,4,16,1977,Есиль,монолит,дизайнерский,1.51,240.08
71.6,3,11,21,2009,Алматы,панель,косметический,8.45,71.92
34.7,1,11,21,1968,Нура,кирпич,евро,19.53,15.0
105.9,5,6,16,2019,Алматы,кирпич,дизайнерский,5.95,167.9
44.7,2,10,22,1988,Нура,панель,косметический,17.94,17.66
63.2,2,2,16,2013,Байконыр,кирпич,косметический,11.8,61.38
116.5,4,2,5,1966,Есиль,монолит,евро,1.89,223.61
118.2,4,5,23,1992,Алматы,монолит,дизайнерский,1.36,246.8
90.2,2,20,21,1987,Алматы,кирпич,без ремонта,5.17,106.93
70.6,2,7,13,1983,Сарыарка,панель,косметический,8.45,63.15
99.7,3,8,13,1993,Алматы,кирпич,косметический,5.33,130.61
93.1,4,11,23,2003,Алматы,монолит,евро,5.31,147.68
71.1,3,12,13,2022,Алматы,кирпич,косметический,9.03,69.5
102.0,3,10,12,2013,Алматы,кирпич,евро,4.75,169.44
44.5,2,14,20,1975,Нура,кирпич,косметический,16.22,17.22
32.1,1,4,11,2024,Сарыарка,панель,без ремонта,15.2,15.0
72.8,2,5,13,1992,Сарыарка,кирпич,косметический,8.73,66.94
40.7,1,20,21,1990,Нура,панель,без ремонта,17.85,15.0
39.0,1,9,9,1960,Сарыарка,кирпич,без ремонта,19.54,15.0
123.8,5,2,5,2004,Есиль,кирпич,дизайнерский,1.11,230.41
116.9,3,5,12,2018,Алматы,кирпич,дизайнерский,0.85,250.0
68.5,1,3,8,1979,Сарыарка,кирпич,евро,8.03,69.93
116.5,3,10,12,2017,Есиль,монолит,дизайнерский,0.88,250.0
127.4,5,6,6,1965,Есиль,монолит,евро,2.43,222.8
40.4,1,16,17,2023,Нура,панель,без ремонта,19.02,17.82
70.2,1,13,15,1976,Сарыарка,кирпич,косметический,9.26,63.16
63.6,2,4,10,1991,Сарыарка,панель,косметический,11.9,55.92
31.4,1,6,18,1960,Нура,панель,косметический,16.09,15.0
106.0,5,8,8,2019,Алматы,панель,дизайнерский,5.82,147.74
69.3,1,2,5,1993,Сарыарка,панель,евро,9.37,70.16
67.5,2,4,15,2024,Сарыарка,кирпич,косметический,10.02,59.34
32.8,1,7,8,1984,Сарыарка,кирпич,без ремонта,18.15,15.0
31.1,1,11,22,1963,Сарыарка,панель,косметический,17.59,15.0
116.8,3,1,11,2004,Алматы,кирпич,евро,2.12,226.61
39.1,1,13,14,1970,Нура,кирпич,без ремонта,16.92,15.0
44.8,2,4,11,2000,Сарыарка,панель,без ремонта,20.1,17.4
40.1,2,5,14,1962,Нура,панель,евро,17.17,15.54
73.3,1,4,7,1971,Байконыр,монолит,косметический,10.98,65.6
90.7,3,7,24,2002,Байконыр,кирпич,евро,4.75,125.99
68.7,1,7,8,2004,Сарыарка,кирпич,евро,10.2,65.97
40.7,2,9,13,1970,Нура,панель,косметический,18.78,15.82
44.8,1,13,22,1972,Нура,панель,евро,21.46,18.23
124.1,4,3,13,2016,Алматы,монолит,евро,1.14,250.0
93.3,2,10,19,1960,Байконыр,монолит,евро,4.56,132.48
96.9,3,2,6,1975,Байконыр,кирпич,без ремонта,3.82,123.07
95.1,4,11,11,2024,Байконыр,монолит,евро,3.85,150.77
97.7,3,16,20,1996,Байконыр,монолит,евро,5.21,153.76
40.2,1,2,10,1961,Нура,монолит,косметический,18.77,16.72
75.6,4,7,13,2018,Сарыарка,кирпич,без ремонта,10.97,64.57
68.5,3,5,6,1982,Байконыр,кирпич,косметический,10.65,54.97
64.7,1,8,15,2007,Байконыр,кирпич,евро,10.43,71.72
120.3,4,2,12,2002,Алматы,монолит,евро,1.65,250.0
65.5,2,4,23,1984,Сарыарка,кирпич,косметический,10.6,63.32
109.0,4,10,13,1984,Сарыарка,монолит,дизайнерский,4.0,166.67
128.4,4,12,22,1996,Байконыр,кирпич,дизайнерский,1.99,250.0
60.9,3,13,23,1985,Нура,кирпич,косметический,11.2,50.4
125.6,5,6,22,1971,Есиль,монолит,евро,1.33,226.07
92.0,2,6,20,2007,Байконыр,монолит,евро,5.19,153.7
115.9,5,7,17,2004,Алматы,монолит,евро,1.49,218.53
70.8,3,9,15,1999,Байконыр,панель,косметический,10.84,56.84
76.6,3,3,6,2008,Байконыр,панель,косметический,11.17,68.77
75.4,3,7,7,1994,Байконыр,кирпич,евро,8.58,58.65
30.6,1,3,12,2021,Сарыарка,панель,без ремонта,19.32,15.0
68.8,2,9,18,2018,Сарыарка,кирпич,косметический,10.71,65.04
128.4,3,2,5,2024,Есиль,монолит,дизайнерский,1.99,250.0
98.5,4,1,24,1967,Есиль,панель,евро,5.86,126.02
43.0,1,11,25,1966,Нура,панель,косметический,15.51,17.9
63.9,2,1,6,1991,Байконыр,кирпич,косметический,10.95,55.33
35.5,1,3,7,2005,Сарыарка,панель,косметический,16.25,15.0
30.1,2,14,22,1975,Сарыарка,панель,без ремонта,15.71,15.0
121.2,5,4,9,1967,Есиль,монолит,дизайнерский,1.11,231.92
77.3,4,6,8,1962,Байконыр,кирпич,косметический,9.2,55.67
61.1,1,3,8,1996,Байконыр,панель,дизайнерский,11.5,67.76
99.1,2,8,19,2024,Байконыр,кирпич,дизайнерский,4.32,175.21
37.6,1,7,7,1990,Нура,панель,евро,20.35,16.43
